planet_key,planet_name,planet_status,discovered,publication,detection_type,mass_detection_type,radius_detection_type,molecules,alternate_names,row_current,current_as_of,row_expired_date
106,47 Uma b,Confirmed,1996.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
107,47 Uma c,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
108,47 Uma d,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
109,51 Eri b,Confirmed,2015.0,Published in a refereed paper,Imaging,Spectrum,,"CH4, H2O",None,True,2022-05-01,
224,CoRoT-27 b,Confirmed,2012.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
110,51 Peg b,Confirmed,1995.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,"CO, H2O",None,True,2022-05-01,
111,55 Cnc b,Confirmed,1996.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
112,55 Cnc c,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
113,55 Cnc d,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
114,55 Cnc e,Confirmed,2004.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"C2H2, Ca, Ca+, Fe, Fe+, H2O, HCN, K, Mg, N, NH3",None,True,2022-05-01,
115,55 Cnc f,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
116,6 Lyn b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
117,61 Cyg b,Candidate,,Published in a refereed paper,Astrometry,Astrometry,,,None,True,2022-05-01,
118,61 Vir b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
119,CoRoT-102664207 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
120,61 Vir c,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
121,61 Vir d,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
122,7 CMA c,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
123,7 CMa b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Spectrum,,,HD 47205 b,True,2022-05-01,
124,70 Vir b,Confirmed,1996.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
125,75 Cet b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
126,8 Umi b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
127,81 Cet b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
128,91 Aqr b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
129,AB Aur b,Confirmed,2008.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
130,AB Dor C b,Confirmed,2019.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
131,AB Pic b,Confirmed,2005.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
132,AD 3116 b,Confirmed,2017.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
133,AD Leo b,Controversial,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
134,AE Fornacis (AB) b,Candidate,2012.0,Published in a refereed paper,Default,,,,"AE For (AB) b, AE For b, HIP 14568 b, 2MASS J03080663-2445347 b",True,2022-05-01,
135,AS 205 A b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
136,ASASSN-16kr b,Confirmed,2021.0,Published in a refereed paper,Default,Theoretical,Primary Transit,,None,True,2022-05-01,
137,ASASSN-17jf b,Confirmed,2021.0,Published in a refereed paper,Default,Theoretical,Primary Transit,,None,True,2022-05-01,
138,AU Mic b,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
139,AU Mic c,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
140,AU Mic d,Candidate,2022.0,Published in a refereed paper,TTV,,,,None,True,2022-05-01,
141,Aldebaran b,Controversial,1998.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
142,Aledebaran c,Controversial,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
143,Anon-1 b,Candidate,,Published in a refereed paper,Default,,,,None,True,2022-05-01,
144,BD+03 2562 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
145,BD+14 4559 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
146,BD+15 2375 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
147,BD+15 2940 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
148,BD+20 1790 b,Retracted,2009.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
149,BD+20 2457 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
150,BD+20 2457 c,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
151,BD+20 274 b,Confirmed,2010.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
152,BD+20 594 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"2MASS J03343623+2035574 b, EPIC 210848071 b, EPIC 210848071.01, K2-56 b, TYC 1242-608-1 b, WISE J033436.26+203556.7 b",True,2022-05-01,
153,BD+24 4697 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"2MASS J23013928+2547169 b, HIP 113698 b",True,2022-05-01,
154,BD+26 1888 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
155,BD+45 564 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
156,CoRoT-102666192 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
157,BD+48 738 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
158,BD+48 740 b,Confirmed,2012.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
159,BD+49 828 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
160,BD+55 362 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
161,BD+60 1417 b,Confirmed,2021.0,Published in a refereed paper,Imaging,Spectrum,Flux,,None,True,2022-05-01,
162,BD+63 1405 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
163,BD-00 4475 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
164,BD-06 1339 b,Controversial,2013.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 221 b,True,2022-05-01,
165,BD-06 1339 c,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 221 c,True,2022-05-01,
1,No Value,,9999.0,,,,,,,True,,
166,BD-06 1339 d,Confirmed,2014.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,GJ 221 d,True,2022-05-01,
167,BD-08 2823 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
168,BD-08 2823 c,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
169,BD-10 3166 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
170,BD-11 4672 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
171,BD-11 4672 c,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
172,BD-17 63 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
173,BF Pav (AB) b,Candidate,2020.0,Published in a refereed paper,Timing,Timing,,,None,True,2022-05-01,
174,BOKS-45069 b,Retracted,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
175,CoRoT-102706026 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
177,CD Cet b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 1057,True,2022-05-01,
178,CD-35 2722 b,Confirmed,2011.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
179,CFBD 1458 B,Confirmed,2011.0,Published in a refereed paper,Imaging,Spectrum,,,"CFBDSIR J1458+1013B, CFBDS1458 B",True,2022-05-01,
180,CFBDS 1458 A,Confirmed,2010.0,Published in a refereed paper,Imaging,,,,"CFBDSIR 1458+10 A, CFBDSIR J1458+1013 A",True,2022-05-01,
181,CFBDS0059,Confirmed,2008.0,Published in a refereed paper,Imaging,,,,CFBDS J005910.90-011401.3,True,2022-05-01,
182,CFBDSIR J2149-0403 b,Confirmed,2017.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
183,CHXR 73 b,Confirmed,2006.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
184,CI Tau b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,CO,None,True,2022-05-01,
185,CNEOS 2014-01-08,Confirmed,2014.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
186,COCONUTS-2 b,Confirmed,2021.0,Submitted to a professional journal,Imaging,Spectrum,Flux,,WISEPA J075108.79-763449.6 b,True,2022-05-01,
187,CPD-64 481 b,Candidate,2014.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,CPD-64D841 b,True,2022-05-01,
188,CS Cha b,Controversial,2019.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
189,CT Cha b,Confirmed,2008.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
190,CVSO 30 c,Controversial,2016.0,Published in a refereed paper,Imaging,Spectrum,Flux,,None,True,2022-05-01,
191,CWISE 0146-0508A b,Confirmed,2022.0,Published in a refereed paper,Imaging,Theoretical,,,None,True,2022-05-01,
192,CWISE J2035-4936,Candidate,2021.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
193,CWISEP J144606.62-231717.8,Confirmed,2019.0,Published in a refereed paper,Imaging,Spectrum,,,CW1446,True,2022-05-01,
194,CWISEP J1935-1546,Confirmed,2019.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
195,Cha Ha 8 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
196,CoRoT-1 b,Confirmed,2007.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
197,CoRoT-10 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
198,CoRoT-102636650 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
199,CoRoT-102638570 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
200,CoRoT-102638956 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
201,CoRoT-102706986 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
202,CoRoT-102719528 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
203,CoRoT-102747456 b,Candidate,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
204,CoRoT-11 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
205,CoRoT-12 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
206,CoRoT-13 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
207,CoRoT-14 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
208,CoRoT-15 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
209,CoRoT-16 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
210,CoRoT-17 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
211,CoRoT-18 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
212,CoRoT-19 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
213,CoRoT-2 b,Confirmed,2007.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
214,CoRoT-20 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
215,CoRoT-20 c,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
216,CoRoT-21 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
217,CoRoT-22 b,Confirmed,2011.0,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
218,GJ 433 d,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
219,CoRoT-23 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
220,CoRoT-24 b,Confirmed,2011.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
221,CoRoT-24 c,Confirmed,2011.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
222,CoRoT-25 b,Confirmed,2012.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
225,CoRoT-28 b,Confirmed,2012.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
226,CoRoT-29 b,Confirmed,2012.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
227,CoRoT-3 b,Confirmed,2008.0,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,,None,True,2022-05-01,
228,CoRoT-30 b,Confirmed,2017.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
229,CoRoT-31 b,Confirmed,2017.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
230,CoRoT-32 b,Confirmed,2017.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
231,CoRoT-33 b,Confirmed,2015.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
232,CoRoT-4 b,Confirmed,2008.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
233,CoRoT-5 b,Confirmed,2008.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
234,KIC 6756669 b,Retracted,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
235,CoRoT-6 b,Confirmed,2009.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
236,CoRoT-7 b,Confirmed,2009.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
237,CoRoT-7 c,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
238,CoRoT-7 d,Candidate,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
239,CoRoT-8 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,None,True,2022-05-01,
240,CoRoT-9 b,Confirmed,2010.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
241,DE CVn b,Confirmed,2018.0,Published in a refereed paper,TTV,TTV,,,None,True,2022-05-01,
242,DE0630-18 (bc),Confirmed,2020.0,Published in a refereed paper,Astrometry,,,,DENIS J063001.4-184014 (bc),True,2022-05-01,
243,DE0630-18 a,Confirmed,2008.0,Published in a refereed paper,Astrometry,,,,DENIS J063001.4-184014 a,True,2022-05-01,
244,DENIS J185950.9-370632 b,Candidate,2004.0,Published in a refereed paper,Imaging,Spectrum,,,"2MASSW J1858509-370631 b, 2MASS J18595094-3706313 b",True,2022-05-01,
245,DENIS-P J082303.1-491201 b,Confirmed,2013.0,Published in a refereed paper,Astrometry,,,,"2MASS J08230313-4912012 b, WISE J082302.97-491201.1 b",True,2022-05-01,
246,DH Tau b,Confirmed,2005.0,Published in a refereed paper,Imaging,,,"CO, H2O",None,True,2022-05-01,
247,DP Leo (AB) b,Confirmed,2009.0,Published in a refereed paper,Timing,,,,None,True,2022-05-01,
248,DQ Her (AB) c,Candidate,2009.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
249,DS Tuc A b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,"HD 222259 A b, TIC 4102214986 b",True,2022-05-01,
250,DV Uma AB b,Candidate,2017.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
251,DW Lyn b,Confirmed,2013.0,Published in a refereed paper,Timing,Timing,,,None,True,2022-05-01,
252,DW Uma b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
253,DoAr 21 b,Candidate,,Published in a refereed paper,Astrometry,Astrometry,,,None,True,2022-05-01,
254,DoAr 21 c,Candidate,2019.0,Published in a refereed paper,Astrometry,Astrometry,,,None,True,2022-05-01,
255,EF Eri B,Candidate,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
256,EPIC 201170410 b,Confirmed,2020.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
257,EPIC 201238110 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J11584943-0323218 b, EPIC 201238110.02, K2-296 b, WISE J115849.41-032321.9 b",True,2022-05-01,
258,EPIC 201295312 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
259,EPIC 201497682 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J11154478+0029171 b, K2-297 b, WISE J111544.79+002917.1 b",True,2022-05-01,
260,EPIC 201757695 b,Confirmed,2020.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
261,EPIC 201833600 c,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J11175607+0559183 c, EPIC 201833600.02, K2-50 c, WISE J111756.07+055917.9 c",True,2022-05-01,
262,EPIC 201841433 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J11404960+0608054 b, EPIC 201841433.02, K2-298 b, WISE J114049.62+060805.4 b",True,2022-05-01,
263,EPIC 205084841 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
264,EPIC 205950854 c,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,"2MASS J22122638-1620301 c, EPIC 205950854.02, K2-168 c, WISE J221226.40-162030.6 c",True,2022-05-01,
265,EPIC 206024342 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J22050653-1407180 b, EPIC 206024342.03, K2-299 b, WISE J220506.51-140718.2 b",True,2022-05-01,
266,EPIC 206032309 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J22445778-1354031 b, EPIC 206032309.02, K2-300 b",True,2022-05-01,
267,EPIC 206042996 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J22300326-1336364 b, EPIC 206042996.02, K2-301 b, WISE J223003.26-133636.4 b",True,2022-05-01,
268,EPIC 206061524 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,,Primary Transit,,2MASS J22201376-1306526 b,True,2022-05-01,
269,EPIC 206215704 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J22202278-0930341 b, EPIC 206215704.02, K2-302 b",True,2022-05-01,
270,EPIC 206317286 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J22302822-0758205 b, EPIC 206317286.02, K2-303 b, WISE J223028.26-075820.8 b",True,2022-05-01,
271,EPIC 211351097.01,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
272,EPIC 211351543.01,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
273,GJ 649 c,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
274,EPIC 211442297 b,Confirmed,2017.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,K2_215 b,True,2022-05-01,
275,EPIC 211633458.01,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
276,EPIC 211821192.01,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
277,EPIC 211901114 b,Candidate,2017.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
278,EPIC 211939692.01,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
279,EPIC 211939692.02,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
280,EPIC 211939692.03,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
281,EPIC 211939692.04,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
282,EPIC 211945201 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"2MASS J09061775+1924080 b, EPIC 211945201.01, K2-236 b, TYC 1404-1186-1 b, WISE J090617.78+192407.6 b",True,2022-05-01,
283,EPIC 211953574.01,Candidate,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
284,EPIC 212036875 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,EPIC 212036875 b,True,2022-05-01,
285,EPIC 212297394 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J13484949-1736355 b, EPIC 212297394.02, K2-304 b, WISE J134849.47-173635.6 b",True,2022-05-01,
286,EPIC 212424622 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J13291954-1421340 b, EPIC 212424622.02, K2-305 b, WISE J132919.53-142133.9 b",True,2022-05-01,
287,EPIC 212499991 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J13295729-1244051 b, EPIC 212499991.02, K2-306 b, WISE J132957.29-124405.2 b",True,2022-05-01,
288,EPIC 212587672 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J13414671-1051447 b, EPIC 212587672.02, K2-307 b, TYC 5549-288-1 b, WISE J134146.69-105145.0 b",True,2022-05-01,
289,EPIC 212737443 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,"2MASS J13365320-0719053 b, EPIC 212737443.01, K2-310 b, WISE J133653.17-071905.1 b",True,2022-05-01,
290,EPIC 212737443 c,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
291,EPIC 219388192 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,CWW 89A b,True,2022-05-01,
292,EPIC 220554210 c,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,,,"2MASS J00534368+0759432 c, EPIC 220554210.02, K2-282 c, WISE J005343.70+075943.0 c",True,2022-05-01,
293,EPIC 227560005 b,Candidate,2018.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
294,EPIC 230778501 b,Candidate,2018.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
295,EPIC 231635524 b,Candidate,2018.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
296,EPIC 246193072 b,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
297,EPIC 246851721 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
298,EPIC 248435395 b,Candidate,2018.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
299,EPIC 248847494 b,Candidate,2018.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
300,ET Cha b,Candidate,2020.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
301,EX Dra AB b,Candidate,2017.0,Published in a refereed paper,Default,Theoretical,,,None,True,2022-05-01,
302,EX Dra AB c,Candidate,2017.0,Published in a refereed paper,Default,Theoretical,,,None,True,2022-05-01,
303,EX Lup b,Candidate,2013.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
304,FL Lyr b,Confirmed,2015.0,Published in a refereed paper,Timing,TTV,,,None,True,2022-05-01,
305,FS Aurigae (AB) b,Candidate,2012.0,Published in a refereed paper,Default,,,,"FS Aur b, 2MASS J05474836+2835111 b, 1RXS J054748.5+283512 b, FS Aurigae b",True,2022-05-01,
306,FU Tau b,Confirmed,2009.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
307,FW Tau b,Controversial,2013.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
308,Fomalhaut b,Confirmed,2008.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
309,G 196-3 b,Confirmed,1998.0,Published in a refereed paper,Imaging,,,,2MASS J10042148+5023135 b,True,2022-05-01,
310,G 264-012 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
311,G 264-012 c,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
312,G 9-40 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,"2MASS J08585232+2104344 b, EPIC 212048748 b, EPIC 212048748.01, K2-313 b, LSPM J0858+2104 b, TIC 203214081 b, WISE J085852.46+210430.8 b",True,2022-05-01,
313,G204-39 b,Confirmed,2010.0,Published in a refereed paper,Imaging,Spectrum,,,"SDSS J175805.46+463311.9, 2MASS J17580545+4633099",True,2022-05-01,
314,GD 552 b,Candidate,2008.0,Published in a refereed paper,Default,,,,"NSV 25966 b, 2MASS J22503989+6328383 b",True,2022-05-01,
315,GD 66 b,Candidate,2007.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
316,GJ 1046 b,Candidate,2008.0,Published in a refereed paper,Timing,Radial Velocity,,,HIP 10812,True,2022-05-01,
317,GJ 1061 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,L 372-58 b,True,2022-05-01,
318,GJ 1061 c,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,L 372-58 c,True,2022-05-01,
