id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
43001,Youjo Shachou,Finished Airing,PG-13 - Teens 13 or older,6.61,9,2022-03-11,False,2021-01-01,
43004,Beef Stroganoff,Finished Airing,G - All Ages,,1,2022-03-11,False,2014-02-02,
43005,Ookina Onaka,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-06-01,
43007,Osananajimi ga Zettai ni Makenai Love Comedy,Finished Airing,PG-13 - Teens 13 or older,6.09,1636,2022-03-11,False,2021-04-14,2021-06-30
43011,Yami Yami,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-08-01,
43019,Cyber Weapon Z aka(?),Finished Airing,None,,0,2022-03-11,False,,
43020,Yi Guan Xing Shen,Finished Airing,G - All Ages,6.32,1,2022-03-11,False,2020-06-05,
43041,CYaZALEA☆Kiss☆DADANDAAAN,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2020-05-08,
43043,Yami Yami (September 2012),Finished Airing,G - All Ages,,0,2022-03-11,False,2012-09-26,
43196,Luotuo Xian Wu,Finished Airing,None,,0,2022-03-11,False,1935-01-01,
43201,Alba,Finished Airing,G - All Ages,5.7,0,2022-03-11,False,2020-06-05,
43203,Huangdi Meng,Finished Airing,G - All Ages,,0,2022-03-11,False,1947-01-01,
43204,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2021-07-22,
43205,Gundam: G no Reconguista Movie IV,Not yet aired,None,,1,2022-03-11,False,,
43206,Gundam: G no Reconguista Movie V,Finished Airing,None,,1,2022-03-11,False,,
43207,Onegai Patron-sama! Episode 0,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2020-10-11,
43208,Xiexie Xiaohua Mao,Finished Airing,G - All Ages,,0,2022-03-11,False,1950-01-01,
43212,Cai Mogu,Finished Airing,G - All Ages,,0,2022-03-11,False,1953-01-01,
43213,Kuakou de Qingwa,Finished Airing,G - All Ages,,0,2022-03-11,False,1954-01-01,
43214,Xiaomei De Meng,Finished Airing,G - All Ages,,0,2022-03-11,False,1954-01-01,
43215,Hao Pengyou,Finished Airing,G - All Ages,,0,2022-03-11,False,1954-01-01,
43216,Shen Bi,Finished Airing,G - All Ages,,0,2022-03-11,False,1955-01-01,
43217,Wuya Weisheme shi Hei de,Finished Airing,G - All Ages,,0,2022-03-11,False,1955-01-01,
43218,Yewai de Zaoyu,Finished Airing,G - All Ages,,0,2022-03-11,False,1955-01-01,
43219,Dongguo Xiansheng,Finished Airing,G - All Ages,,1,2022-03-11,False,1955-01-01,
43220,Xiao Xiong De Lu Xing,Finished Airing,PG - Children,,0,2022-03-11,False,1955-01-01,
43221,Cuxin de Xiaopang,Finished Airing,G - All Ages,,0,2022-03-11,False,1955-01-01,
43222,Wo Zhidao,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43224,Jizhi de Shanyang,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43225,Da Honghua,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43226,Jin Erhuan He Yin Chutou,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43227,Pangsao Hui Niangjia,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43228,San Ge Linju,Finished Airing,G - All Ages,,0,2022-03-11,False,1956-01-01,
43229,Godzilla: S.P,Finished Airing,PG-13 - Teens 13 or older,6.69,322,2022-03-11,False,2021-04-01,2021-06-24
43231,Shuang Bao Tai,Finished Airing,PG - Children,,0,2022-03-11,False,1957-01-01,
43232,Yi Ge Xin Zu Qiu,Finished Airing,PG - Children,,0,2022-03-11,False,1957-01-01,
43233,Xiao Pengyou Men,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43235,Xiao Li Yu Tiao Long Men,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43236,Lao Po Po De Zao Shu,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43237,Mei Li De Xiao Jin Yu,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43238,Shui Chang De Zui Hao,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43239,Xiao Fa Ming Jia,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43241,Huo Yan Shan,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43242,Zhao Xiao Ge Ge,Finished Airing,PG - Children,,0,2022-03-11,False,1958-01-01,
43243,Gu Boshi Di Xin Fa Xian,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43244,Zhu Ba Jie Chi Xi Gua,Finished Airing,PG - Children,,0,2022-03-11,False,1958-01-01,
43245,Qiang Shang De Hua,Finished Airing,PG - Children,,0,2022-03-11,False,1958-01-01,
43246,Guo Hou Shan,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43248,Xiao Hou Yu Bai Pang,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43249,Si Zhi Xiao Ye Ya,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43250,Da Lie Ji,Finished Airing,G - All Ages,,0,2022-03-11,False,1958-01-01,
43252,San Mao Liu Lang Ji,Finished Airing,PG - Children,,0,2022-03-11,False,1958-01-01,
43253,San Mao Liu Lang Ji (TV),Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43254,San Mao Cong Jun Ji 2007(chinese),Finished Airing,None,,0,2022-03-11,False,,
43255,San Mao Qi Yu Ji,Finished Airing,None,,0,2022-03-11,False,,
43256,San Mao Li Xian Ji,Finished Airing,None,,0,2022-03-11,False,,
43257,San Mao Lu Xing Ji,Finished Airing,None,,0,2022-03-11,False,,
43258,Luo Bo Hui Lai Le,Finished Airing,PG - Children,,0,2022-03-11,False,1959-01-01,
43259,Mi Feng Yu Qiu Yin,Finished Airing,PG - Children,,0,2022-03-11,False,1959-01-01,
43260,Senlin Zhi Wang,Finished Airing,PG - Children,,0,2022-03-11,False,1959-01-01,
43261,Kan Chai Gu Niang,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43262,Longxia,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43263,Yi Zhi Xie,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43264,Bu Gu Niao Jiao Chi Le,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43265,Yi Fu Tong Jin,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43266,Gui Hou Fen Shu,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43267,Ji Gong Dou Xi Shuai,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43269,San Zhi Hu Die,Finished Airing,PG - Children,,0,2022-03-11,False,1959-01-01,
43270,Hong Se Xin Hao,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43271,Gezi,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43272,Shan Yang He Lang,Finished Airing,PG - Children,,0,2022-03-11,False,1960-01-01,
43273,Shui Mo Donghua Pian Duan,Finished Airing,G - All Ages,,1,2022-03-11,False,1960-01-01,
43274,Pa Xiu De Huang Ying,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43275,Da Luo Bo,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43276,Yuan Xing Bi Lu,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43277,Mu Yang Shao Nian,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43278,Cong Ming De Yazi,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43279,Mu Tong Yu Gongzhu,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43280,Xiao Yanzi,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43281,Da Jiangzhang,Finished Airing,G - All Ages,,0,2022-03-11,False,1960-01-01,
43282,Renshen Wawa,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-01-01,
43283,Taiyang de Xiao Keren,Finished Airing,G - All Ages,,0,2022-03-11,False,1961-01-01,
43284,Shuide Benling Da,Finished Airing,G - All Ages,,0,2022-03-11,False,1961-01-01,
43286,Xiao Xiliu,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-01-01,
43287,Deng Mingtian,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-01-01,
43288,Tsukiusa. Gekijou,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2020-10-07,2020-12-23
43290,PokePark Pokemon Giant Ferris Wheel Introductions,Finished Airing,None,,0,2022-03-11,False,2005-03-18,
43291,Mu Wang Zhi Wang: You Du Zhan,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2019-01-01,
43292,"Toriaezu, Tamade.",Finished Airing,G - All Ages,,0,2022-03-11,False,2015-08-02,
43293,Kaitai Shita Inu no Blues,Finished Airing,G - All Ages,,0,2022-03-11,False,2019-10-07,
43297,Da Zhentan Fuermosi: Tao Yu Da Zhuibu,Finished Airing,G - All Ages,,0,2022-03-11,False,2019-07-28,
43299,Wonder Egg Priority,Finished Airing,R - 17+ (violence & profanity),7.8,8131,2022-03-11,False,2021-01-13,2021-03-31
43300,Azur Lane specials,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11,True,,
43302,Shi Wu Yu game specials,Currently Airing,None,,0,2022-03-11,True,,
43303,Lei Su Deng Yi Fei Chong Tian,Finished Airing,PG - Children,,1,2022-03-11,False,2011-10-31,2012-01-01
43305,Yi Fei Chong Tian: Tianji Zhang Qi,Finished Airing,PG - Children,,0,2022-03-11,False,2015-01-16,
43306,Shen Tan Zhi Duoduo: Shi Da Qi An,Finished Airing,PG - Children,,0,2022-03-11,False,,
43307,Zhi Duoduo Zhi Xiang Gang Shi Wo Jia,Finished Airing,PG - Children,,0,2022-03-11,False,,
43308,Zhi Duoduo Zhi Jie Ri Jia Nian Hua,Finished Airing,PG - Children,,0,2022-03-11,False,,
43309,Dan Zhu Chuan Shuo,Finished Airing,PG - Children,,0,2022-03-11,False,2010-09-01,
43310,Yu Yan Xue Shuo Dong Hua Lang,Finished Airing,PG - Children,,0,2022-03-11,False,,
43311,Lan Pi Shu Yu Da Lian Mao,Finished Airing,PG - Children,,0,2022-03-11,False,1993-01-01,1994-01-01
43312,Lan Pi Shu Yu Da Lian Mao 2nd Season,Finished Airing,PG - Children,,0,2022-03-11,False,2000-06-01,2001-01-01
43313,McDull: Niu Hua Chen,Finished Airing,PG - Children,,0,2022-03-11,False,2014-07-20,2014-01-01
43314,McDull: Niu Hua Che Specials,Finished Airing,PG - Children,,0,2022-03-11,False,,
43316,McDull: Kuaile Di Tan,Finished Airing,PG - Children,,0,2022-03-11,False,,
43317,Fan Dou Gao Bi Wan Zhuan Sheng Dan Cheng 3D,Finished Airing,PG - Children,,0,2022-03-11,False,2010-12-11,
43318,Because,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-09-01,
43319,Di Di Zi Zhou Ji,Finished Airing,PG - Children,,0,2022-03-11,False,2002-09-21,2002-01-01
43320,Di Di Zi Zhou Ji II,Finished Airing,PG - Children,,0,2022-03-11,False,2003-09-13,2003-01-01
43321,Cancerfund x Din Dong CM's,Finished Airing,G - All Ages,,0,2022-03-11,False,2010-01-01,
43322,Yue Chen,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2009-01-01,
43323,Timeless Tree,Finished Airing,G - All Ages,,0,2022-03-11,False,2019-04-25,
43324,girl frontline anime pv,Currently Airing,PG-13 - Teens 13 or older,,0,2022-03-11,True,,
43325,Yuukoku no Moriarty 2nd Season,Finished Airing,R - 17+ (violence & profanity),8.23,2269,2022-03-11,False,2021-04-04,2021-06-27
43329,Da Nao Hua Shi,Finished Airing,G - All Ages,,0,2022-03-11,False,1927-05-01,
43333,Zhi Ren Dao Luan Ji,Finished Airing,PG - Children,,0,2022-03-11,False,1931-01-01,
43337,Fei Lai Fu,Finished Airing,PG - Children,,0,2022-03-11,False,1935-01-01,
43338,Di Kang,Finished Airing,None,,0,2022-03-11,False,1935-01-01,
43340,Wengzhong Zhuobie,Finished Airing,G - All Ages,,0,2022-03-11,False,1948-01-01,
43341,Xiao Tiezhu,Finished Airing,G - All Ages,,0,2022-03-11,False,1951-01-01,
43342,Xiaomao Diaoyu,Finished Airing,PG - Children,,0,2022-03-11,False,1952-01-01,
43343,Xiao Xiao Ying Xiong,Finished Airing,G - All Ages,,0,2022-03-11,False,1953-01-01,
43344,Hong Yunya,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-01-01,
43345,Si Yaodai,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-01-01,
43346,Yike Da Baicai,Finished Airing,PG - Children,,0,2022-03-11,False,1961-01-01,
43347,Meitounao He Bugaoxing,Finished Airing,PG - Children,,0,2022-03-11,False,1962-01-01,
43348,Meitounao He Bugaoxing (TV),Finished Airing,PG - Children,,0,2022-03-11,False,2005-01-01,
43349,Sekikashita Kusanagi,Finished Airing,G - All Ages,7.26,91,2022-03-11,False,2020-10-04,
43350,Gebäude Bäude,Finished Airing,G - All Ages,6.15,3,2022-03-11,False,2020-11-08,2020-12-10
43351,Sign (2019),Finished Airing,G - All Ages,,0,2022-03-11,False,2019-03-18,
43352,Sparkle,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-04-03,
43353,Bear Bear Bear Kuma!,Finished Airing,PG-13 - Teens 13 or older,6.57,17,2022-03-11,False,2020-10-09,2020-12-25
43354,Kongque Gongzhu,Finished Airing,G - All Ages,,0,2022-03-11,False,1963-01-01,
43356,McDull and McMug,Finished Airing,PG - Children,,0,2022-03-11,False,1997-01-01,
43357,Jin Se De Hai Luo,Finished Airing,G - All Ages,,0,2022-03-11,False,1963-01-01,
43358,Huang Jin Meng,Finished Airing,G - All Ages,,0,2022-03-11,False,1963-01-01,
43359,Zhang Fa Mei,Finished Airing,G - All Ages,,0,2022-03-11,False,1963-01-01,
43360,Si Dian Ban,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43361,Cha Bu Duo,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43362,Cao Yuan Ying Xiong Xiao Jie Mei,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43363,Hong Jun Qiao,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43364,Lu Bian Xin Shi,Finished Airing,G - All Ages,,1,2022-03-11,False,1964-01-01,
43365,Bing Shang Yu Xian,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43366,Ban Ye Ji Jiao,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43367,Hu Shang Ge Wu,Finished Airing,G - All Ages,,0,2022-03-11,False,1964-01-01,
43368,Xiao Lin Riji,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43369,Hong Ling Jin,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43370,Wo Men Ai Nong Cun,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43371,Li Ke Zhang Giao Nan Chui Shi Ban,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43372,Nan Fang Shao Nian,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43373,Xiao Ge Er Lia,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-01-01,
43374,Wan Dun Shui Ya Ji Zhan Ge,Finished Airing,G - All Ages,,0,2022-03-11,False,1972-01-01,
43375,Fang Xue Yi Hou,Finished Airing,G - All Ages,,0,2022-03-11,False,1972-01-01,
43376,Dong Hai Xiao Shao Bing,Finished Airing,G - All Ages,,0,2022-03-11,False,1973-01-01,
43377,Bu Cha Ban Fen Hao,Finished Airing,G - All Ages,,0,2022-03-11,False,1973-01-01,
43378,Xiao Hao Shou,Finished Airing,G - All Ages,,0,2022-03-11,False,1973-01-01,
43379,Dai Xiang De Gong Jian,Finished Airing,G - All Ages,,0,2022-03-11,False,1974-01-01,
43380,Xiao Balu,Finished Airing,G - All Ages,,0,2022-03-11,False,1974-01-01,
43381,Du Kou,Finished Airing,G - All Ages,,0,2022-03-11,False,1975-05-23,
43382,Jun Ma Fei Teng,Finished Airing,G - All Ages,,0,2022-03-11,False,1975-01-01,
43383,Da Chao Xun Zhi Ye,Finished Airing,G - All Ages,,0,2022-03-11,False,1975-02-11,
43384,Chu Fa Zhi Qian,Finished Airing,G - All Ages,,0,2022-03-11,False,1975-10-01,
43385,Around the World!,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2008-01-31,
43386,Zhang Zai Wu Li De Zhu Sun,Finished Airing,G - All Ages,,0,2022-03-11,False,1976-10-01,
43387,Dalbitkungkwol,Finished Airing,G - All Ages,,1,2022-03-11,False,2016-09-07,
43389,Jin Se De Da Yan,Finished Airing,G - All Ages,,0,2022-03-11,False,1976-01-01,
43390,Da Lu De Gushi,Finished Airing,G - All Ages,,0,2022-03-11,False,1976-01-01,
43391,Shan Yang Hui Le Jia,Finished Airing,G - All Ages,,0,2022-03-11,False,1977-01-01,
43392,Lu Dang Xiao Ying Xiong,Finished Airing,G - All Ages,,0,2022-03-11,False,1977-01-01,
43393,Xiao Shi Zhu,Finished Airing,G - All Ages,,1,2022-03-11,False,1977-01-01,
43394,Hua Lang Yi Ye,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43395,Huo Hong De Yan Biao,Finished Airing,G - All Ages,,0,2022-03-11,False,1977-01-01,
43396,Ge Sheng Fei Chu Wu Zhi Shan,Finished Airing,PG - Children,,0,2022-03-11,False,,
43397,Harmonia feat. Makoto,Finished Airing,G - All Ages,,0,2022-03-11,False,2017-02-09,
43398,Feather (Overdrive Version),Finished Airing,G - All Ages,,0,2022-03-11,False,2016-05-05,
43399,Hu Li Da Lieren,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43400,Xiao Bai Ge,Finished Airing,PG - Children,,0,2022-03-11,False,1978-01-01,
43401,Xi Gua Pao,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43402,Qi Guai De Bing Hao,Finished Airing,PG - Children,,0,2022-03-11,False,1978-01-01,
43403,Xiang Bu Xiang?,Finished Airing,PG - Children,,0,2022-03-11,False,1978-01-01,
43404,Liang Zhang Bu Gao,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43405,Tian Cai Za Ji Yan Yuan,Finished Airing,G - All Ages,,0,2022-03-11,False,1979-01-01,
43406,Mu Ji Ban Jia,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,
43407,Yu Ren Mai Xie,Finished Airing,G - All Ages,,0,2022-03-11,False,1979-01-01,
43409,Xiongmao Bai Huo Shang Dian,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,
43410,Ci Wei Bei Xi Gua,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,
43411,Miao Wu Shi Shui Jiao De?,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,
43412,Qi Guai De Qiu Sai,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,
43413,Chiyuki no Fashion Check,Finished Airing,PG-13 - Teens 13 or older,5.55,0,2022-03-11,False,2020-03-08,2020-04-05
43415,Kanchigaisei Han Kiboushou feat. Hatsune Miku,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2020-09-04,
43416,Kaoru no Taisetsu na Mono,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-11-18,2021-10-27
43417,Pocari Sweat Run Carnival 2019,Finished Airing,G - All Ages,,0,2022-03-11,False,2019-07-03,
43418,Citrus (Music),Finished Airing,G - All Ages,6.0,0,2022-03-11,False,2020-01-22,
43419,Yubi no Sukima-chan,Finished Airing,G - All Ages,5.22,0,2022-03-11,False,2009-01-01,
43428,Youkina Fuukei-tachi,Finished Airing,None,,0,2022-03-11,False,2015-01-01,
43429,Matierica,Finished Airing,G - All Ages,,1,2022-03-11,False,2017-01-01,
43430,Yamakawa Keiko-san wa Furimukanai,Finished Airing,None,,0,2022-03-11,False,2017-01-01,
43431,Henkei Sakuhin Dai 5-ban: Rembrandt no Shudai ni yoru Henkei Kaitai to Saikousei,Finished Airing,None,,0,2022-03-11,False,1986-01-01,
43432,Umi no Uta,Finished Airing,None,,0,2022-03-11,False,1988-01-01,
43433,Alice no Kisetsu,Finished Airing,G - All Ages,,1,2022-03-11,False,1988-04-05,
43434,Shuo Feng: Po Zhen Zi,Not yet aired,None,,22,2022-03-11,False,,
43435,Mela!,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2020-04-13,
43438,Haiiro no Saga,Finished Airing,G - All Ages,6.41,2,2022-03-11,False,2020-10-09,
43439,Shadows House,Finished Airing,PG-13 - Teens 13 or older,7.75,1164,2022-03-11,False,2021-04-11,2021-07-04
43444,Boukentai: Mori no Yuusha,Finished Airing,G - All Ages,6.41,0,2022-03-11,False,2020-10-14,
43446,Shiroi Spitz,Finished Airing,G - All Ages,,0,2022-03-11,False,1998-02-01,
43447,Effendi De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,1979-01-01,1988-01-01
43448,Lao Xiao Effendi,Finished Airing,PG - Children,,0,2022-03-11,False,2012-01-01,2014-01-01
43449,Effendi Xin Chuan: Bu Ting Hua De Gou,Finished Airing,PG - Children,,0,2022-03-11,False,2012-01-01,
43450,Shao Nian Effendi,Finished Airing,PG - Children,,0,2022-03-11,False,2012-01-01,
43454,Effendi Xin Chuan: Zhong Jin Ji,Finished Airing,PG - Children,,0,2022-03-11,False,2018-01-01,
43455,Wo De Peng You Xiao Hai Tun,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43456,Ba Bai Bian Zi,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43457,Magic,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-10-14,
43458,Ding Ding Zhan Hou Wang,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43459,Jiao Jiao De Qi Yu,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43460,Chui Gu Shou,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43461,Xiao Ma Hu,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43462,Hei Gong Ji,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43463,Zhang Fei Shen Gua,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43464,Zhe Shi Yi Shou Ge,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43469,Hei Xiong Qi Yu Ji,Finished Airing,G - All Ages,,0,2022-03-11,False,1980-01-01,
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,Not yet aired,PG-13 - Teens 13 or older,,149,2022-03-11,False,2022-04-02,
43475,The Movement,Finished Airing,None,,0,2022-03-11,False,2013-10-22,
43476,Zoning Tokyo,Finished Airing,None,,0,2022-03-11,False,,
43477,Matenrou to rinkai-ten,Finished Airing,None,,0,2022-03-11,False,,
43478,Para para pari,Finished Airing,None,,0,2022-03-11,False,,
43479,Ending Song,Finished Airing,None,,0,2022-03-11,False,,
43480,Ryusei Girl,Finished Airing,None,,0,2022-03-11,False,,
43481,Your Thorn,Finished Airing,None,,0,2022-03-11,False,,
43482,With My Umbrella,Finished Airing,None,,0,2022-03-11,False,,
43483,Toaru Kagaku no Railgun T: Motto Marutto Railgun,Finished Airing,PG-13 - Teens 13 or older,6.85,3,2022-03-11,False,2020-04-30,2020-10-09
43485,Kita no Kaze to Taiyou to,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-12-03,
43488,Laolang Qingke,Finished Airing,G - All Ages,,0,2022-03-11,False,1980-01-01,
43489,San Zhi Lang,Finished Airing,G - All Ages,,0,2022-03-11,False,1980-03-01,
43490,Xiao Ya Ga Ga,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43491,Yuan Yuan He Ji Qi Ren,Finished Airing,PG - Children,,0,2022-03-11,False,1980-01-01,
43492,Mr. Fixer,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2020-07-04,
43493,Long Ya Xing,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43494,Shan Liang De Xia Wu Dong,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43495,Gu Dong Lai Le,Finished Airing,PG - Children,,0,2022-03-11,False,1981-01-01,
43496,Shuai Xiang Lu,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43497,Tai Lyu,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43498,Xiao Xiao Ji Qi Ren,Finished Airing,PG - Children,,0,2022-03-11,False,1981-01-01,
43499,Nan Guo Xian Sheng,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43501,Lao Shan Dao Shi,Finished Airing,PG - Children,,0,2022-03-11,False,1981-01-01,
43502,Zhen Jia Li Kui,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-01-01,
43503,Houzi Lao Yue,Finished Airing,PG - Children,,0,2022-03-11,False,1981-01-01,
43504,Mao Mi De Hu Zi,Finished Airing,PG - Children,,0,2022-03-11,False,1981-01-01,
43505,Wang Qi Dao Ci Yi You,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43506,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2021-09-15,
43508,Xiao Hong Lian He Xiao Lan Lian,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43509,Cao Chong Cheng Xiang,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43510,Huli Song Putao,Finished Airing,G - All Ages,,0,2022-03-11,False,1983-01-01,
43511,Tao Qi De Jin Si Hou,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43512,Lao Hu Xue Yi,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43513,Hui Sheng: Xiao Tu Tao Tao De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43514,Mang Nu Yu Huli,Finished Airing,G - All Ages,,0,2022-03-11,False,1982-01-01,
43515,Zhi Ren Guo,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43516,Lang Lai Le,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43517,Wasshoi Nippon,Finished Airing,G - All Ages,,0,2022-03-11,False,1997-04-04,
43518,Qu Qu,Finished Airing,G - All Ages,,0,2022-03-11,False,1982-01-01,
43519,Jia Ru Wo Shi Wu Song,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43520,Xiao Xiongmao Xue Mu Jiang,Finished Airing,PG - Children,,0,2022-03-11,False,1982-01-01,
43521,Gekka Bijin (Music),Finished Airing,G - All Ages,,0,2022-03-11,False,2020-10-01,
43522,Leo,Finished Airing,G - All Ages,6.98,5,2022-03-11,False,2020-02-15,
43523,Tsuki ga Michibiku Isekai Douchuu,Finished Airing,PG-13 - Teens 13 or older,7.74,2750,2022-03-11,False,2021-07-07,2021-09-22
43525,Hu Die Quan,Finished Airing,G - All Ages,,0,2022-03-11,False,1983-01-01,
43526,Zhuo Mi Cang,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43531,Anata ga Mieru,Finished Airing,G - All Ages,,0,2022-03-11,False,1997-02-01,
43532,Mushi no Tsubuyaki,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-08-01,
43533,Xiao Ba Jie,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
