id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
19213,Lost Utopia,Finished Airing,G - All Ages,4.67,0,2022-03-11,False,2007-01-01,
19217,And And,Finished Airing,G - All Ages,5.42,2,2022-03-11,False,2011-01-01,
19219,Modern No.2,Finished Airing,G - All Ages,5.41,0,2022-03-11,False,2011-01-01,
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Finished Airing,PG-13 - Teens 13 or older,7.2,1452,2022-03-11,False,2013-10-10,2013-12-12
19231,Jam,Finished Airing,G - All Ages,4.62,1,2022-03-11,False,2009-01-01,
19233,Around,Finished Airing,PG-13 - Teens 13 or older,5.69,2,2022-03-11,False,2007-01-01,
19235,"Dance, Dance, Dance",Finished Airing,G - All Ages,5.75,0,2022-03-11,False,2012-01-01,
19237,Nimrod,Finished Airing,G - All Ages,5.65,1,2022-03-11,False,2011-01-01,
19239,Kyuushigai,Finished Airing,G - All Ages,5.51,0,2022-03-11,False,2010-01-01,
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,Finished Airing,PG-13 - Teens 13 or older,7.24,73,2022-03-11,False,2013-12-25,
19255,Hyakka Ryouran: Samurai Bride Specials,Finished Airing,R+ - Mild Nudity,6.57,6,2022-03-11,False,2013-06-26,2013-11-27
19257,Meganebu!,Finished Airing,PG-13 - Teens 13 or older,6.27,56,2022-03-11,False,2013-10-07,2013-12-23
19261,Gintama x Mameshiba,Finished Airing,G - All Ages,6.73,53,2022-03-11,False,2013-12-03,2013-12-18
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Finished Airing,G - All Ages,6.34,1,2022-03-11,False,2002-07-20,
19279,Pony Metal U-GAIM Promotion Film,Finished Airing,G - All Ages,5.63,2,2022-03-11,False,1986-01-01,
19285,Shingeki no Kyojin: Ano Hi Kara,Finished Airing,R - 17+ (violence & profanity),7.29,308,2022-03-11,False,2013-07-07,
19287,Reunion (Music),Finished Airing,G - All Ages,5.64,1,2022-03-11,False,2013-04-17,
19291,Pokemon XY,Finished Airing,PG - Children,7.32,452,2022-03-11,False,2013-10-17,2015-10-22
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,Finished Airing,PG-13 - Teens 13 or older,4.73,1,2022-03-11,False,2013-06-30,
19305,Nyuru Nyuru!! Kakusen-kun,Finished Airing,G - All Ages,,1,2022-03-11,False,2013-07-09,2013-12-24
19311,Turuturutu Narongi,Finished Airing,G - All Ages,,0,2022-03-11,False,2004-12-01,2006-01-01
19315,Pupa,Finished Airing,R - 17+ (violence & profanity),3.32,207,2022-03-11,False,2014-01-10,2014-03-28
19319,Gundam Build Fighters,Finished Airing,G - All Ages,7.75,590,2022-03-11,False,2013-10-07,2014-03-31
19325,Kwaegeol Longman Narongi,Finished Airing,G - All Ages,,2,2022-03-11,False,2006-01-01,2007-03-01
19337,Momoya x Peeping Life: Go en Desu yo!,Finished Airing,PG - Children,5.61,0,2022-03-11,False,2013-04-25,2013-05-16
19351,Nijiiro☆Prism Girl,Finished Airing,PG - Children,6.14,3,2022-03-11,False,2013-08-03,2013-11-30
19363,Gin no Saji 2nd Season,Finished Airing,PG-13 - Teens 13 or older,8.28,611,2022-03-11,False,2014-01-10,2014-03-28
19365,Samurai Flamenco,Finished Airing,R - 17+ (violence & profanity),6.89,835,2022-03-11,False,2013-10-11,2014-03-28
19367,Galilei Donna,Finished Airing,R - 17+ (violence & profanity),6.42,47,2022-03-11,False,2013-10-11,2013-12-20
19369,Outbreak Company,Finished Airing,PG-13 - Teens 13 or older,7.23,849,2022-03-11,False,2013-10-04,2013-12-20
19383,Yami Shibai,Finished Airing,PG-13 - Teens 13 or older,7.01,274,2022-03-11,False,2013-07-15,2013-09-30
19391,Shingeki no Kyojin Picture Drama,Finished Airing,PG-13 - Teens 13 or older,6.62,67,2022-03-11,False,2013-07-17,2014-03-19
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,Finished Airing,PG-13 - Teens 13 or older,5.87,1,2022-03-11,False,2013-07-07,2013-09-30
19401,Kuusou no Sora Tobu Kikaitachi,Finished Airing,G - All Ages,6.06,1,2022-03-11,False,2002-01-01,
19429,Akuma no Riddle,Finished Airing,R - 17+ (violence & profanity),6.61,964,2022-03-11,False,2014-04-04,2014-06-20
19431,Gokujo.: Souda Onsen ni Ikou!!,Finished Airing,PG-13 - Teens 13 or older,5.94,4,2022-03-11,False,2013-06-26,
19433,Sore Ike! Anpanman: Omusubiman,Finished Airing,PG - Children,,0,2022-03-11,False,1990-07-07,
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-09-20,
19445,Tetsujin 28-gou Gao!,Finished Airing,G - All Ages,,0,2022-03-11,False,2013-04-06,2016-03-26
19447,Arata Kangatari Picture Drama,Finished Airing,PG-13 - Teens 13 or older,5.7,5,2022-03-11,False,2013-06-21,2013-11-22
19457,Green Saver,Finished Airing,G - All Ages,,1,2022-03-11,False,2009-11-09,2010-04-10
19463,Hamuko Mairu!,Finished Airing,None,,0,2022-03-11,False,1996-06-29,
19467,Revbahaf Wang-gug Jaegeon-soelgi,Finished Airing,None,,1,2022-03-11,False,2007-05-21,2007-11-26
19469,Saiki Kusuo no Ψ-nan (ONA),Finished Airing,PG-13 - Teens 13 or older,7.05,100,2022-03-11,False,2013-08-04,
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,Finished Airing,R - 17+ (violence & profanity),5.7,0,2022-03-11,False,2005-09-14,
19481,Juujika You and I,Finished Airing,G - All Ages,5.4,0,2022-03-11,False,2010-09-03,
19489,Little Witch Academia: Mahoujikake no Parade,Finished Airing,PG - Children,7.76,315,2022-03-11,False,2015-10-09,
19495,Hakusai Anime,Finished Airing,PG - Children,,0,2022-03-11,False,2013-07-15,2014-12-29
19497,Kagerouka-kun,Finished Airing,G - All Ages,,0,2022-03-11,False,2003-05-23,
19501,Giga Tribe,Finished Airing,PG - Children,,0,2022-03-11,False,2008-10-08,2009-02-04
19505,Kaizoku Ouji,Finished Airing,None,,1,2022-03-11,False,1966-05-02,1966-11-28
19511,Naruto: Shippuuden - Sunny Side Battle,Finished Airing,PG-13 - Teens 13 or older,7.53,146,2022-03-11,False,2013-10-06,
19513,Toki-iro Kaima,Finished Airing,R+ - Mild Nudity,,0,2022-03-11,False,1989-04-20,1990-02-25
19515,Kentoushi,Finished Airing,R - 17+ (violence & profanity),,1,2022-03-11,False,1990-03-05,1990-07-05
19517,Taabou no Ryuuguusei Daitanken,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-07-20,
19519,Dream Creator feat. GUMI,Finished Airing,G - All Ages,5.74,1,2022-03-11,False,2013-07-05,
19521,GAME OVER feat. Hatsune Miku,Finished Airing,G - All Ages,5.89,4,2022-03-11,False,2013-07-17,
19533,Fujiko Fujio A no Mumako,Finished Airing,PG-13 - Teens 13 or older,5.47,0,2022-03-11,False,1990-07-03,
19535,Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2013-09-13,
19547,Beompeoking Jaepeo,Finished Airing,None,,1,2022-03-11,False,2004-01-01,
19555,Ttoli Janggun,Finished Airing,PG - Children,,0,2022-03-11,False,1978-01-01,
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Finished Airing,PG - Children,,1,2022-03-11,False,2006-07-26,
19559,Otoko wa Tsurai yo: Torajirou Wasurenagusa,Finished Airing,None,,1,2022-03-11,False,1998-08-07,
19573,Short Peace Opening,Finished Airing,G - All Ages,6.2,2,2022-03-11,False,2013-07-20,
19575,Kobayashi ga Kawai sugite Tsurai!!,Finished Airing,PG-13 - Teens 13 or older,6.19,8,2022-03-11,False,2013-07-26,2014-03-26
19581,Houseki no Kuni,Finished Airing,PG-13 - Teens 13 or older,6.6,94,2022-03-11,False,2013-07-19,
19583,Ishii Hisaichi no Dai Seikai,Finished Airing,None,,0,2022-03-11,False,1991-09-06,
19585,Kobo-chan,Finished Airing,G - All Ages,6.56,3,2022-03-11,False,1992-10-19,1994-03-21
19587,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,Finished Airing,PG - Children,,2,2022-03-11,False,2013-12-14,
19597,Milk House Dreaming: Ai no Shiki,Finished Airing,G - All Ages,5.42,1,2022-03-11,False,1987-11-28,
19613,New Initial D Movie: Legend 1 - Kakusei,Finished Airing,PG-13 - Teens 13 or older,7.77,64,2022-03-11,False,2014-08-24,
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Finished Airing,PG - Children,6.91,2,2022-03-11,False,2013-07-22,
19627,Junkers Come Here: Memories of You,Finished Airing,G - All Ages,,0,2022-03-11,False,1994-07-21,
19645,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Finished Airing,PG - Children,7.29,1,2022-03-11,False,2014-03-08,
19647,Hajime no Ippo: Rising,Finished Airing,PG-13 - Teens 13 or older,8.58,1024,2022-03-11,False,2013-10-06,2014-03-29
19653,Neppuu Kairiku Bushi Road,Finished Airing,R - 17+ (violence & profanity),7.19,167,2022-03-11,False,2013-12-31,
19669,Kuroko no Basket: Baka ja Katenai no yo!,Finished Airing,PG-13 - Teens 13 or older,7.55,38,2022-03-11,False,2013-12-04,
19671,Free!: FrFr - Short Movie,Finished Airing,PG-13 - Teens 13 or older,7.63,92,2022-03-11,False,2013-09-11,2014-01-08
19681,Hustle Punch,Finished Airing,PG - Children,,0,2022-03-11,False,1965-11-01,1966-04-25
19685,Kanojo ga Flag wo Oraretara,Finished Airing,PG-13 - Teens 13 or older,6.39,238,2022-03-11,False,2014-04-07,2014-06-30
19687,Kuiba II: Dazhan Yuan Yang Jie,Finished Airing,G - All Ages,6.41,2,2022-03-11,False,2013-05-31,
19695,Clover 4/3,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2000-08-01,2000-12-01
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Finished Airing,PG-13 - Teens 13 or older,7.06,36,2022-03-11,False,2013-07-24,2013-11-27
19703,Kyousou Giga (TV),Finished Airing,PG-13 - Teens 13 or older,7.74,1830,2022-03-11,False,2013-10-10,2013-12-19
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,Finished Airing,G - All Ages,,0,2022-03-11,False,1993-06-21,
19717,Zoku Naniwa Yuukyouden,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1992-06-25,
19727,Nexus,Finished Airing,G - All Ages,5.85,2,2022-03-11,False,2011-09-14,
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,Finished Airing,None,,0,2022-03-11,False,1992-10-25,
19731,Osamu to Musashi,Finished Airing,PG - Children,6.08,0,2022-03-11,False,1994-04-25,
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,Finished Airing,None,,1,2022-03-11,False,1993-01-08,
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,Finished Airing,None,,0,2022-03-11,False,1993-05-25,
19751,Gu-Gu Ganmo (Movie),Finished Airing,PG - Children,,0,2022-03-11,False,1985-03-16,
19753,Naniwa Yuukyouden: Kanketsu-hen,Finished Airing,None,,1,2022-03-11,False,1993-07-25,
19755,Oshiri Kajiri Mushi (TV) 2nd Season,Finished Airing,G - All Ages,5.31,1,2022-03-11,False,2013-09-30,2014-03-27
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,Finished Airing,PG-13 - Teens 13 or older,7.18,432,2022-03-11,False,2013-10-06,
19769,Mahou Sensou,Finished Airing,PG-13 - Teens 13 or older,5.99,297,2022-03-11,False,2014-01-10,2014-03-28
19773,Akuma Tou no Prince: Mitsume ga Tooru,Finished Airing,PG-13 - Teens 13 or older,5.71,1,2022-03-11,False,1985-08-25,
19775,Sidonia no Kishi,Finished Airing,R - 17+ (violence & profanity),7.66,1372,2022-03-11,False,2014-04-11,2014-06-27
19781,Kuiba III: Zhanshen Jue Qi,Finished Airing,G - All Ages,6.56,1,2022-03-11,False,2014-08-14,
19783,Nanbo no Monjai! Yankee Gurentai,Finished Airing,None,,1,2022-03-11,False,1992-12-21,
19797,Nanbo no Monjai! 2: Yankee Gurentai,Finished Airing,None,,0,2022-03-11,False,1993-05-28,
19799,Robot Girls Z,Finished Airing,PG-13 - Teens 13 or older,6.46,14,2022-03-11,False,2014-01-04,2014-03-02
19811,Waanabi.jk,Finished Airing,PG-13 - Teens 13 or older,5.0,0,2022-03-11,False,2013-07-29,2015-09-04
19815,No Game No Life,Finished Airing,PG-13 - Teens 13 or older,8.12,45531,2022-03-11,False,2014-04-09,2014-06-25
19817,Namakemono ga Miteta,Finished Airing,None,,0,2022-03-11,False,1988-09-23,1989-07-28
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,Finished Airing,PG - Children,6.49,3,2022-03-11,False,2013-09-22,2014-09-21
19831,Ore wa Chokkaku,Finished Airing,None,,0,2022-03-11,False,1991-01-05,1991-10-12
19839,Weiqi Shaonian 2,Finished Airing,None,,1,2022-03-11,False,2009-01-01,
19841,Super Seisyun Brothers,Finished Airing,PG-13 - Teens 13 or older,6.74,33,2022-03-11,False,2013-09-14,2013-12-14
19843,Tamagotchi! Miracle Friends,Finished Airing,G - All Ages,,1,2022-03-11,False,2013-09-05,2014-03-27
19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,Finished Airing,PG-13 - Teens 13 or older,6.54,7,2022-03-11,False,2013-06-19,2014-01-22
19849,Peeping Life 5.0ch,Finished Airing,G - All Ages,5.57,0,2022-03-11,False,2012-02-03,
19855,Nobunagun,Finished Airing,R - 17+ (violence & profanity),6.68,121,2022-03-11,False,2014-01-05,2014-03-30
19871,Gaist Crusher,Finished Airing,PG - Children,5.78,5,2022-03-11,False,2013-10-02,2014-10-01
19873,Marude Dameo,Finished Airing,None,,1,2022-03-11,False,1991-11-02,1992-09-26
19875,Robotan,Finished Airing,G - All Ages,6.15,2,2022-03-11,False,1966-10-04,1968-09-27
19877,Battle Spirits: Sword Eyes Gekitouden,Finished Airing,PG - Children,6.62,0,2022-03-11,False,2013-04-07,2013-09-08
19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Finished Airing,None,5.97,0,2022-03-11,False,1989-03-18,
19887,Shouri Toushu,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1987-10-24,
19889,Genshiken Nidaime Specials,Finished Airing,R - 17+ (violence & profanity),6.71,1,2022-03-11,False,2013-09-04,2013-12-11
19897,Ohayou! Spank (Movie),Finished Airing,G - All Ages,,0,2022-03-11,False,1982-03-13,
19899,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,Finished Airing,R - 17+ (violence & profanity),,1,2022-03-11,False,1990-03-01,1991-10-01
19901,Donkikko,Finished Airing,None,,0,2022-03-11,False,1967-09-07,1968-01-25
19905,"Dai-chan, Daisuki.",Finished Airing,G - All Ages,,1,2022-03-11,False,2007-08-18,
19907,Ecchan no Sensou,Finished Airing,G - All Ages,,1,2022-03-11,False,2002-01-13,
19909,Pipi Tobenai Hotaru,Finished Airing,G - All Ages,,0,2022-03-11,False,1996-03-23,
19917,Nijuushi no Hitomi,Finished Airing,G - All Ages,,0,2022-03-11,False,1980-10-10,
19919,Tesagure! Bukatsumono,Finished Airing,PG-13 - Teens 13 or older,6.72,51,2022-03-11,False,2013-10-06,2013-12-29
19921,Ogami Matsugorou,Finished Airing,R+ - Mild Nudity,,0,2022-03-11,False,1989-12-16,
19923,Anata ga Furikaeru Toki,Finished Airing,PG-13 - Teens 13 or older,5.56,0,2022-03-11,False,1993-03-21,
19925,KY-kei JC Kuuki-chan,Finished Airing,PG-13 - Teens 13 or older,5.47,0,2022-03-11,False,2013-08-05,2013-09-09
19941,Kimu no Juujika,Finished Airing,G - All Ages,,1,2022-03-11,False,1990-07-21,
19943,Eikou e no Spur: Igaya Chiharu Monogatari,Finished Airing,None,,1,2022-03-11,False,1997-09-13,
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Finished Airing,G - All Ages,5.05,9,2022-03-11,False,2009-04-22,2009-08-26
19947,Ikkyuu-san (1978),Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,1978-04-10,1978-10-23
19951,Hunter x Hunter Movie 2: The Last Mission,Finished Airing,R - 17+ (violence & profanity),7.26,232,2022-03-11,False,2013-12-27,
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,Finished Airing,PG-13 - Teens 13 or older,6.34,8,2022-03-11,False,2014-02-26,2014-06-25
19957,Huckleberry no Bouken (Movie),Finished Airing,G - All Ages,,0,2022-03-11,False,1991-08-16,
19959,Barbapapa (1977),Finished Airing,PG - Children,5.81,2,2022-03-11,False,1977-04-30,1977-06-14
19961,Heisei Tensai Bakabon,Finished Airing,G - All Ages,5.97,2,2022-03-11,False,1990-01-06,1990-12-29
19965,Ikinari Dagon,Finished Airing,PG - Children,,2,2022-03-11,False,1988-04-09,1988-06-25
19971,Machi Ichiban no Kechinbou,Finished Airing,G - All Ages,5.75,0,2022-03-11,False,1978-12-24,
19973,Ashita no Joe Pilots,Finished Airing,PG-13 - Teens 13 or older,6.19,4,2022-03-11,False,1969-11-06,1969-12-22
19977,The Impression of First Gundam,Finished Airing,PG-13 - Teens 13 or older,5.37,1,2022-03-11,False,1998-08-01,
19981,Shisukon Ouji,Finished Airing,PG - Children,,1,2022-03-11,False,1963-12-20,1964-03-27
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,Finished Airing,None,,1,2022-03-11,False,1964-07-21,
19985,Uchuujin Pipi,Finished Airing,PG - Children,,0,2022-03-11,False,1965-04-08,1966-03-31
19987,Kaitou Pride,Finished Airing,G - All Ages,,0,2022-03-11,False,1965-05-31,1965-11-04
19989,Tatakae! Osper,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1965-12-14,1967-10-11
19991,Tobidase! Bacchiri,Finished Airing,PG - Children,,0,2022-03-11,False,1966-11-14,1967-04-15
19993,Kaminari Boy Pikkari★bee,Finished Airing,PG - Children,,1,2022-03-11,False,1967-04-01,1968-03-30
19995,King Kong: 001/7 Tom Thumb,Finished Airing,G - All Ages,,0,2022-03-11,False,1967-04-05,1967-10-04
19997,Fight Da!! Pyuta,Finished Airing,G - All Ages,,0,2022-03-11,False,1968-04-06,1968-09-28
19999,Sobakasu Pucchi,Finished Airing,PG - Children,,0,2022-03-11,False,1969-03-31,1969-10-04
20001,Mouretsu Atarou,Finished Airing,G - All Ages,,0,2022-03-11,False,1969-04-04,1970-12-25
20003,Roppou Yabure-kun,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1969-04-28,1969-09-26
20005,Pinch to Punch,Finished Airing,G - All Ages,,0,2022-03-11,False,1969-09-29,1970-03-28
20009,Doubutsu Mura Monogatari,Finished Airing,PG - Children,,0,2022-03-11,False,1970-03-30,1970-07-21
20021,Sword Art Online: Extra Edition,Finished Airing,PG-13 - Teens 13 or older,6.56,546,2022-03-11,False,2013-12-31,
20023,Otanoshimi Anime Gekijou,Finished Airing,G - All Ages,,0,2022-03-11,False,1970-04-05,1970-09-27
20025,Itazura Tenshi Chippo-chan,Finished Airing,PG - Children,,1,2022-03-11,False,1970-03-30,1970-12-31
20027,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,Finished Airing,PG - Children,,1,2022-03-11,False,1979-02-05,1979-07-30
20031,D-Frag!,Finished Airing,PG-13 - Teens 13 or older,7.53,2207,2022-03-11,False,2014-01-07,2014-03-25
20033,Miss Monochrome The Animation,Finished Airing,G - All Ages,6.39,47,2022-03-11,False,2013-10-02,2013-12-25
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,Finished Airing,PG-13 - Teens 13 or older,7.09,16,2022-03-11,False,2013-08-28,
20039,Kill Me Baby: Butsuzou Kegatte Nise Halloween,Finished Airing,PG-13 - Teens 13 or older,6.97,12,2022-03-11,False,2013-10-16,
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,Finished Airing,PG-13 - Teens 13 or older,6.88,36,2022-03-11,False,2013-10-30,
20047,Sakura Trick,Finished Airing,PG-13 - Teens 13 or older,6.98,1439,2022-03-11,False,2014-01-10,2014-03-28
20053,Wizard Barristers: Benmashi Cecil,Finished Airing,PG-13 - Teens 13 or older,6.18,56,2022-03-11,False,2014-01-13,2014-03-31
20057,Space☆Dandy,Finished Airing,PG-13 - Teens 13 or older,7.88,4742,2022-03-11,False,2014-01-05,2014-03-27
20075,Obocchama-kun,Finished Airing,PG-13 - Teens 13 or older,6.02,3,2022-03-11,False,1989-01-14,1992-09-26
20077,Dotanba no Manners,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-10-03,1987-04-09
20079,Ijiwaru Baasan,Finished Airing,None,,0,2022-03-11,False,1970-09-03,1971-08-18
20081,Ijiwaru Baasan (1996),Finished Airing,None,,0,2022-03-11,False,1996-03-19,1997-06-13
20083,Doteraman,Finished Airing,G - All Ages,,1,2022-03-11,False,1986-10-14,1987-02-24
20085,Only You: Viva! Cabaret Club,Finished Airing,None,,0,2022-03-11,False,1998-11-04,1998-11-27
20087,Treasure Gaust,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2007-06-11,2007-06-15
20093,Furiten-kun,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-04-11,
20095,Furiten-kun (1990),Finished Airing,None,,0,2022-03-11,False,1990-06-21,1990-07-21
20109,Bokura Mangaka: Tokiwasou Monogatari,Finished Airing,G - All Ages,,0,2022-03-11,False,1981-10-03,
20111,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,Finished Airing,None,,0,2022-03-11,False,1999-02-12,
20113,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,Finished Airing,PG - Children,,0,2022-03-11,False,2002-07-13,
20115,Gekisou! Rubenkaiser,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1977-10-10,1978-02-06
20117,Kotowaza House,Finished Airing,None,5.71,0,2022-03-11,False,1987-04-04,1994-09-28
20123,Kappamaki,Finished Airing,G - All Ages,,1,2022-03-11,False,2003-03-31,2003-09-26
20125,Tobidase! Machine Hiryuu,Finished Airing,None,,0,2022-03-11,False,1977-10-05,1978-03-29
20127,Kariage-kun,Finished Airing,None,,2,2022-03-11,False,1989-10-17,1990-12-21
20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,Finished Airing,PG-13 - Teens 13 or older,6.8,0,2022-03-11,False,2013-11-15,
20143,Kazu & Yasu Hero Tanjou,Finished Airing,G - All Ages,,0,2022-03-11,False,1995-07-22,
20145,Wagahai wa Neko de Aru,Finished Airing,G - All Ages,,0,2022-03-11,False,1982-02-17,
20147,Robokko Beeton,Finished Airing,PG - Children,,0,2022-03-11,False,1976-10-12,1977-09-27
20153,Hana no Hi,Finished Airing,G - All Ages,4.77,0,2022-03-11,False,2005-01-01,
20155,Ro-Kyu-Bu! SS Recap,Finished Airing,PG-13 - Teens 13 or older,6.5,2,2022-03-11,False,2013-08-16,
20159,Pokemon: The Origin,Finished Airing,PG - Children,7.73,606,2022-03-11,False,2013-10-02,
20173,Mori no Senshi Bonolon,Finished Airing,PG - Children,,0,2022-03-11,False,2007-11-05,2008-05-17
